16;2017;121;0;-1.346;N/S;-0.878;N/S;0;-0.003;-44.02;99.40;1008.10;N/S;0.629;176.2
16;2017;121;1;-1.420;N/S;-0.871;N/S;0;0;-43.95;99.30;1007.20;N/S;0.604;171.2
16;2017;121;2;-1.426;N/S;-0.894;N/S;0;-0.029;-43.98;99.40;1007.90;N/S;0.703;180.7
16;2017;121;3;-1.408;N/S;-0.843;N/S;0;0;-44.05;99.50;1008.00;N/S;0.615;172.6
16;2017;121;4;-1.370;N/S;-0.890;N/S;0;0;-44.39;99.60;1007.20;N/S;0.530;175.4
16;2017;121;5;-1.333;N/S;-0.859;N/S;0;0;-44.42;99.60;1007.80;N/S;0.557;169.0
16;2017;121;6;-1.324;N/S;-0.827;N/S;0;0;-44.42;99.60;1008.20;N/S;0.718;158.5
16;2017;121;7;-1.299;N/S;-0.818;N/S;0;0;-44.28;99.70;1007.40;N/S;0.729;160.0
16;2017;121;8;-1.290;N/S;-0.770;N/S;0;0;-44.49;99.60;1007.60;N/S;0.597;173.5
16;2017;121;9;-1.256;N/S;-0.812;N/S;0;0;-44.35;99.60;1008.20;N/S;0.630;175.3
16;2017;121;10;-1.340;N/S;-0.840;N/S;0;-0.004;-44.25;99.60;1007.60;N/S;0.632;177.3
16;2017;121;11;-1.442;N/S;-0.922;N/S;0;0;-44.28;99.50;1007.50;N/S;0.562;174.4
16;2017;121;12;-1.482;N/S;-1.045;N/S;0;-0.021;-44.49;99.60;1008.20;N/S;0.748;175.8
16;2017;121;13;-1.488;N/S;-1.130;N/S;0;0;-44.05;99.70;1007.90;N/S;0.489;168.3
16;2017;121;14;-1.504;N/S;-1.127;N/S;0;0;-44.42;99.70;1007.30;N/S;0.421;172.0
16;2017;121;15;-1.491;N/S;-1.178;N/S;0;0;-44.28;99.80;1008.00;N/S;0.413;182.4
16;2017;121;16;-1.488;N/S;-1.219;N/S;0;0;-44.39;99.80;1008.00;N/S;0.341;172.1
16;2017;121;17;-1.488;N/S;-1.153;N/S;0;0;-44.49;99.90;1007.30;N/S;0.279;152.3
16;2017;121;18;-1.485;N/S;-1.121;N/S;0;0;-44.45;99.90;1008.00;N/S;0.195;155.2
16;2017;121;19;-1.485;N/S;-1.175;N/S;0;0;-44.65;99.90;1008.20;N/S;0.308;138.5
16;2017;121;20;-1.485;N/S;-1.194;N/S;0;-0.005;-44.52;99.90;1007.80;N/S;0.195;166.5
16;2017;121;21;-1.485;N/S;-1.235;N/S;0;0;-44.72;99.80;1007.80;N/S;0.306;167.7
16;2017;121;22;-1.485;N/S;-1.250;N/S;0;-0.020;-44.32;99.80;1008.20;N/S;0.185;165.3
16;2017;121;23;-1.485;N/S;-1.329;N/S;0;0;-44.69;99.70;1007.50;N/S;0.164;167.6
16;2017;121;24;-1.485;N/S;-1.247;N/S;0;0;-44.45;99.60;1007.50;N/S;0.247;198.7
16;2017;121;25;-1.497;N/S;-1.241;N/S;0;0;-44.52;99.60;1008.30;N/S;0.267;214.0
16;2017;121;26;-1.507;N/S;-1.282;N/S;-0.003;0;-44.52;99.60;1007.90;N/S;0.288;214.3
16;2017;121;27;-1.494;N/S;-1.216;N/S;0;0;-44.59;99.50;1007.40;N/S;0.409;235.6
16;2017;121;28;-1.485;N/S;-1.121;N/S;0;0;-44.62;99.50;1008.20;N/S;0.418;215.3
16;2017;121;29;-1.479;N/S;-1.093;N/S;0;0;-44.72;99.50;1008.00;N/S;0.530;206.1
16;2017;121;30;-1.469;N/S;-0.916;N/S;0;-0.005;-44.18;99.50;1007.60;N/S;0.645;202.7
16;2017;121;31;-1.479;N/S;-0.906;N/S;0;0;-44.49;99.50;1008.10;N/S;0.613;198.6
16;2017;121;32;-1.473;N/S;-0.991;N/S;0;-0.026;-44.45;99.50;1008.20;N/S;0.701;192.3
16;2017;121;33;-1.454;N/S;-0.966;N/S;-0.003;0;-44.65;99.50;1007.50;N/S;0.744;187.2
16;2017;121;34;-1.485;N/S;-1.048;N/S;0;0;-44.65;99.40;1007.90;N/S;0.704;185.4
16;2017;121;35;-1.485;N/S;-1.124;N/S;0;0;-44.42;99.60;1008.30;N/S;0.694;188.3
16;2017;121;36;-1.488;N/S;-1.200;N/S;0;0;-44.35;99.50;1007.60;N/S;0.745;183.6
16;2017;121;37;-1.488;N/S;-1.194;N/S;0;0;-44.12;99.60;1007.90;N/S;0.639;181.0
16;2017;121;38;-1.488;N/S;-1.171;N/S;0;0;-43.58;99.50;1008.30;N/S;0.503;172.1
16;2017;121;39;-1.488;N/S;-1.121;N/S;0;0;-44.18;99.50;1007.90;N/S;0.502;182.1
16;2017;121;40;-1.485;N/S;-1.178;N/S;0;-0.003;-44.02;99.50;1007.50;N/S;0.458;193.3
16;2017;121;41;-1.485;N/S;-1.181;N/S;0;0;-44.52;99.50;1008.30;N/S;0.446;200.3
16;2017;121;42;-1.485;N/S;-1.134;N/S;0;-0.028;-44.08;100.10;1008.00;N/S;0.491;205.1
16;2017;121;43;-1.485;N/S;-1.108;N/S;0;-0.001;-44.05;99.70;1007.50;N/S;0.517;226.0
