16;2017;60;0;-0.501;N/S;-0.903;N/S;0;-0.007;22.69;100.30;1003.90;N/S;0.803;23.5
16;2017;60;1;-0.523;N/S;-0.928;N/S;0;0;22.69;100.30;1004.70;N/S;1.232;38.2
16;2017;60;2;-0.520;N/S;-0.903;N/S;0;-0.048;22.69;100.40;1004.50;N/S;0.675;46.0
16;2017;60;3;-0.538;N/S;-0.903;N/S;0;0;22.83;100.40;1003.90;N/S;0.792;29.2
16;2017;60;4;-0.594;N/S;-0.935;N/S;0;0;22.76;100.40;1004.10;N/S;0.720;29.8
16;2017;60;5;-0.532;N/S;-0.935;N/S;0;0;22.76;100.30;1004.80;N/S;0.773;44.8
16;2017;60;6;-0.520;N/S;-0.919;N/S;0;0;22.73;100.30;1004.70;N/S;0.924;38.9
16;2017;60;7;-0.575;N/S;-0.991;N/S;0;0;22.79;100.30;1004.30;N/S;0.918;44.7
16;2017;60;8;-0.634;N/S;-1.004;N/S;0;0;22.79;100.30;1004.80;N/S;1.027;48.2
16;2017;60;9;-0.594;N/S;-0.982;N/S;0;0;22.76;100.40;1004.30;N/S;1.118;45.9
16;2017;60;10;-0.591;N/S;-0.998;N/S;0;-0.008;22.76;100.40;1004.90;N/S;1.185;50.2
16;2017;60;11;-0.569;N/S;-0.966;N/S;0;0;22.83;100.30;1004.80;N/S;1.105;55.1
16;2017;60;12;-0.569;N/S;-0.913;N/S;0;-0.049;22.79;100.40;1004.80;N/S;1.630;48.1
16;2017;60;13;-0.603;N/S;-0.963;N/S;0;0;22.69;100.30;1004.00;N/S;1.427;44.0
16;2017;60;14;-0.603;N/S;-0.909;N/S;0;0;22.56;100.30;1004.00;N/S;0.899;44.6
16;2017;60;15;-0.551;N/S;-0.935;N/S;0;0;22.56;100.30;1004.80;N/S;1.018;52.6
16;2017;60;16;-0.588;N/S;-0.890;N/S;0;0;22.29;100.30;1004.80;N/S;1.107;44.9
16;2017;60;17;-0.582;N/S;-0.903;N/S;0;-0.122;22.03;100.40;1004.40;N/S;1.092;51.0
16;2017;60;18;-0.554;N/S;-0.960;N/S;0;-0.010;20.52;100.40;1004.60;N/S;0.858;57.5
16;2017;60;19;-0.569;N/S;-0.963;N/S;0;0;12.07;100.40;1004.30;N/S;0.805;61.8
16;2017;60;20;-0.603;N/S;-0.976;N/S;0;-0.005; 3.88;100.40;1004.80;N/S;1.100;58.2
16;2017;60;21;-0.579;N/S;-0.973;N/S;0;0;-4.51;100.40;1004.90;N/S;0.931;62.9
16;2017;60;22;-0.544;N/S;-0.941;N/S;0;-0.079;-0.40;100.70;1004.70;N/S;0.993;56.7
16;2017;60;23;-0.548;N/S;-0.957;N/S;0;-0.001;-4.04;100.50;1004.00;N/S;0.907;60.3
