16;2017;213;0;-1.790;N/S;-1.439;N/S;-0.013;-0.002;23.63;84.40;1008.70;N/S;1.158;26.8
16;2017;213;1;-1.795;N/S;-1.319;N/S;-0.051;-0.001;23.67;84.30;1009.50;N/S;0.998;31.7
16;2017;213;2;-1.815;N/S;-1.486;N/S;-0.039;0;22.43;84.40;1008.90;N/S;1.251;31.6
16;2017;213;3;-1.815;N/S;-1.448;N/S;-0.026;-0.001;22.67;84.40;1008.70;N/S;0.810;26.2
16;2017;213;4;-1.818;N/S;-1.388;N/S;-0.029;0;23.70;84.40;1009.50;N/S;1.288;16.1
16;2017;213;5;-1.787;N/S;-1.291;N/S;-0.016;-0.001;24.20;84.50;1008.70;N/S;1.341;15.4
16;2017;213;6;-1.796;N/S;-1.347;N/S;-0.033;0;24.77;84.70;1009.50;N/S;0.830;13.7
16;2017;213;7;-1.771;N/S;-1.335;N/S;-0.033;0;24.84;82.60;1009.10;N/S;0.558;8.9
16;2017;213;8;-1.809;N/S;-1.382;N/S;-0.016;0;24.84;84.00;1009.00;N/S;0.836;20.9
16;2017;213;9;-1.750;N/S;-1.297;N/S;-0.007;-0.001;24.84;83.90;1009.50;N/S;1.627;24.3
16;2017;213;10;-1.753;N/S;-1.347;N/S;-0.023;0;24.87;84.20;1008.70;N/S;1.133;19.8
16;2017;213;11;-1.818;N/S;-1.448;N/S;-0.023;0;24.87;84.20;1009.50;N/S;0.663;354.4
16;2017;213;12;-1.833;N/S;-1.436;N/S;-0.016;0;24.94;84.80;1009.30;N/S;0.916;13.1
16;2017;213;13;-1.855;N/S;-1.401;N/S;-0.023;0;24.87;82.90;1008.90;N/S;1.056;0.7
16;2017;213;14;-1.846;N/S;-1.414;N/S;-0.023;-0.001;24.87;83.30;1009.70;N/S;0.959;13.7
16;2017;213;15;-1.809;N/S;-1.303;N/S;-0.033;0;24.94;83.30;1008.90;N/S;1.012;17.4
16;2017;213;16;-1.802;N/S;-1.426;N/S;-0.036;-0.001;24.94;83.30;1009.50;N/S;0.762;9.6
16;2017;213;17;-1.787;N/S;-1.382;N/S;-0.036;0;24.94;82.30;1009.30;N/S;0.782;6.9
16;2017;213;18;-1.793;N/S;-1.354;N/S;-0.036;0;24.94;83.30;1008.90;N/S;0.891;16.9
16;2017;213;19;-1.790;N/S;-1.373;N/S;-0.023;0;24.94;82.90;1009.70;N/S;1.224;13.5
16;2017;213;20;-1.787;N/S;-1.451;N/S;-0.020;0;24.94;82.90;1008.90;N/S;0.842;6.9
16;2017;213;21;-1.815;N/S;-1.398;N/S;-0.016;0;24.97;82.90;1009.60;N/S;1.059;9.1
16;2017;213;22;-1.830;N/S;-1.395;N/S;-0.023;0;24.94;83.00;1009.50;N/S;0.997;6.4
16;2017;213;23;-1.827;N/S;-1.410;N/S;-0.026;0;24.97;83.50;1008.90;N/S;1.171;24.7
16;2017;213;24;-1.836;N/S;-1.426;N/S;-0.029;0;25.00;84.10;1009.70;N/S;0.885;13.5
