30;2018;60;0;-0.696;-0.647;-0.733;421.5;N/S;N/S;22.85;83.50;948.59;N/S;N/S;N/S
30;2018;60;1;-0.694;-0.651;-0.733;422.4;N/S;N/S;22.85;83.80;948.59;N/S;N/S;N/S
30;2018;60;2;-0.696;-0.665;-0.733;422.4;N/S;N/S;22.85;84.00;948.63;N/S;N/S;N/S
30;2018;60;3;-0.679;-0.640;-0.733;422.9;N/S;N/S;22.87;83.40;948.63;N/S;N/S;N/S
30;2018;60;4;-0.694;-0.643;-0.733;423.4;N/S;N/S;22.90;83.10;948.63;N/S;N/S;N/S
30;2018;60;5;-0.702;-0.668;-0.736;423.6;N/S;N/S;22.92;83.30;948.67;N/S;N/S;N/S
30;2018;60;6;-0.702;-0.640;-0.736;424.6;N/S;N/S;22.93;83.50;948.71;N/S;N/S;N/S
30;2018;60;7;-0.702;-0.654;-0.736;424.3;N/S;N/S;22.93;82.90;948.75;N/S;N/S;N/S
30;2018;60;8;-0.702;-0.640;-0.736;424.1;N/S;N/S;22.93;83.40;948.79;N/S;N/S;N/S
30;2018;60;9;-0.702;-0.647;-0.757;424.0;N/S;N/S;22.93;83.50;948.79;N/S;N/S;N/S
30;2018;60;10;-0.702;-0.651;-0.760;423.9;N/S;N/S;22.93;83.60;948.83;N/S;N/S;N/S
30;2018;60;11;-0.702;-0.672;-0.763;423.7;N/S;N/S;22.92;83.80;948.83;N/S;N/S;N/S
30;2018;60;12;-0.702;-0.658;-0.772;423.7;N/S;N/S;22.95;83.60;948.83;N/S;N/S;N/S
30;2018;60;13;-0.702;-0.668;-0.736;423.7;N/S;N/S;22.93;83.70;948.83;N/S;N/S;N/S
30;2018;60;14;-0.702;-0.658;-0.733;423.4;N/S;N/S;22.92;83.90;948.83;N/S;N/S;N/S
30;2018;60;15;-0.702;-0.640;-0.736;423.6;N/S;N/S;22.90;84.00;948.83;N/S;N/S;N/S
30;2018;60;16;-0.699;-0.643;-0.733;423.5;N/S;N/S;22.90;84.20;948.90;N/S;N/S;N/S
30;2018;60;17;-0.699;-0.640;-0.733;423.4;N/S;N/S;22.88;84.50;948.90;N/S;N/S;N/S
30;2018;60;18;-0.685;-0.640;-0.733;423.5;N/S;N/S;22.87;84.00;948.90;N/S;N/S;N/S
30;2018;60;19;-0.699;-0.640;-0.733;423.9;N/S;N/S;22.87;84.20;948.94;N/S;N/S;N/S
30;2018;60;20;-0.699;-0.668;-0.733;423.9;N/S;N/S;22.88;84.20;948.98;N/S;N/S;N/S
30;2018;60;21;-0.679;-0.651;-0.733;423.8;N/S;N/S;22.87;84.30;948.98;N/S;N/S;N/S
30;2018;60;22;-0.612;-0.640;-0.733;423.8;N/S;N/S;22.83;84.40;948.99;N/S;N/S;N/S
30;2018;60;23;-0.699;-0.640;-0.733;423.6;N/S;N/S;22.83;84.70;949.03;N/S;N/S;N/S
30;2018;60;24;-0.702;-0.675;-0.733;423.5;N/S;N/S;22.79;84.80;949.03;N/S;N/S;N/S
30;2018;60;25;-0.696;-0.661;-0.733;423.7;N/S;N/S;22.82;84.70;949.03;N/S;N/S;N/S
30;2018;60;26;-0.699;-0.647;-0.733;423.9;N/S;N/S;22.80;84.60;949.07;N/S;N/S;N/S
30;2018;60;27;-0.682;-0.640;-0.733;424.1;N/S;N/S;22.85;84.50;949.07;N/S;N/S;N/S
30;2018;60;28;-0.694;-0.640;-0.736;423.9;N/S;N/S;22.85;84.50;949.11;N/S;N/S;N/S
30;2018;60;29;-0.664;-0.643;-0.733;423.8;N/S;N/S;22.82;84.90;949.11;N/S;N/S;N/S
30;2018;60;30;-0.694;-0.640;-0.733;423.4;N/S;N/S;22.80;85.00;949.11;N/S;N/S;N/S
30;2018;60;31;-0.694;-0.647;-0.742;423.6;N/S;N/S;22.82;85.20;949.11;N/S;N/S;N/S
30;2018;60;32;-0.702;-0.643;-0.736;423.3;N/S;N/S;22.83;85.00;949.18;N/S;N/S;N/S
30;2018;60;33;-0.702;-0.654;-0.797;423.3;N/S;N/S;22.92;84.80;949.14;N/S;N/S;N/S
30;2018;60;34;-0.696;-0.651;-0.739;423.7;N/S;N/S;22.92;84.70;949.15;N/S;N/S;N/S
30;2018;60;35;-0.702;-0.661;-0.763;423.5;N/S;N/S;22.92;84.50;949.15;N/S;N/S;N/S
30;2018;60;36;-0.702;-0.661;-0.766;423.4;N/S;N/S;22.90;84.00;949.18;N/S;N/S;N/S
30;2018;60;37;-0.702;-0.647;-0.742;423.2;N/S;N/S;22.93;83.90;949.18;N/S;N/S;N/S
30;2018;60;38;-0.702;-0.640;-0.736;423.0;N/S;N/S;22.90;84.00;949.15;N/S;N/S;N/S
30;2018;60;39;-0.702;-0.647;-0.742;422.8;N/S;N/S;22.92;83.80;949.14;N/S;N/S;N/S
30;2018;60;40;-0.702;-0.654;-0.736;422.2;N/S;N/S;22.92;84.20;949.15;N/S;N/S;N/S
30;2018;60;41;-0.702;-0.704;-0.769;421.7;N/S;N/S;22.92;84.50;949.15;N/S;N/S;N/S
30;2018;60;42;-0.702;-0.707;-0.800;421.6;N/S;N/S;22.90;84.60;949.15;N/S;N/S;N/S
30;2018;60;43;-0.702;-0.711;-0.830;420.8;N/S;N/S;22.87;85.40;949.15;N/S;N/S;N/S
