30;2018;32;0;-1.223;-0.853;-1.276;340.7;N/S;N/S;21.92;65.83;945.58;N/S;N/S;N/S
30;2018;32;1;-1.229;-0.853;-1.291;339.7;N/S;N/S;21.89;66.72;945.58;N/S;N/S;N/S
30;2018;32;2;-1.226;-0.853;-1.300;338.2;N/S;N/S;21.33;69.25;945.58;N/S;N/S;N/S
30;2018;32;3;-1.217;-0.849;-1.282;336.2;N/S;N/S;21.27;69.46;945.58;N/S;N/S;N/S
30;2018;32;4;-1.129;-0.803;-1.282;334.8;N/S;N/S;21.45;68.56;945.54;N/S;N/S;N/S
30;2018;32;5;-1.053;-0.789;-1.258;333.1;N/S;N/S;21.36;69.18;945.58;N/S;N/S;N/S
30;2018;32;6;-1.062;-0.754;-1.227;331.9;N/S;N/S;21.45;68.54;945.54;N/S;N/S;N/S
30;2018;32;7;-1.077;-0.853;-1.255;331.2;N/S;N/S;21.36;69.36;945.58;N/S;N/S;N/S
30;2018;32;8;-1.053;-0.853;-1.178;332.0;N/S;N/S;21.23;70.69;945.62;N/S;N/S;N/S
30;2018;32;9;-1.053;-0.821;-1.163;335.1;N/S;N/S;21.22;70.43;945.62;N/S;N/S;N/S
30;2018;32;10;-1.059;-0.853;-1.197;339.8;N/S;N/S;21.40;68.02;945.62;N/S;N/S;N/S
30;2018;32;11;-1.223;-0.853;-1.276;342.5;N/S;N/S;21.58;68.25;945.66;N/S;N/S;N/S
30;2018;32;12;-1.223;-0.853;-1.282;345.3;N/S;N/S;21.59;67.46;945.66;N/S;N/S;N/S
30;2018;32;13;-1.229;-0.853;-1.310;346.8;N/S;N/S;21.97;66.06;945.66;N/S;N/S;N/S
30;2018;32;14;-1.232;-0.853;-1.352;346.2;N/S;N/S;21.81;66.77;945.62;N/S;N/S;N/S
30;2018;32;15;-1.229;-0.853;-1.322;345.4;N/S;N/S;21.38;68.59;945.70;N/S;N/S;N/S
30;2018;32;16;-1.153;-0.853;-1.288;343.2;N/S;N/S;21.00;70.92;945.70;N/S;N/S;N/S
30;2018;32;17;-1.053;-0.768;-1.163;340.9;N/S;N/S;20.86;70.95;945.66;N/S;N/S;N/S
30;2018;32;18;-1.053;-0.775;-1.102;338.4;N/S;N/S;20.87;71.05;945.70;N/S;N/S;N/S
30;2018;32;19;-1.053;-0.793;-1.105;335.5;N/S;N/S;20.91;70.76;945.67;N/S;N/S;N/S
30;2018;32;20;-1.053;-0.846;-1.105;332.4;N/S;N/S;21.05;70.76;945.70;N/S;N/S;N/S
30;2018;32;21;-1.053;-0.853;-1.114;329.4;N/S;N/S;20.82;71.37;945.71;N/S;N/S;N/S
30;2018;32;22;-1.036;-0.853;-1.126;327.6;N/S;N/S;20.73;71.63;945.75;N/S;N/S;N/S
30;2018;32;23;-0.980;-0.839;-1.099;326.8;N/S;N/S;20.79;71.10;945.74;N/S;N/S;N/S
30;2018;32;24;-0.980;-0.842;-1.099;325.4;N/S;N/S;20.72;71.58;945.78;N/S;N/S;N/S
30;2018;32;25;-0.904;-0.849;-1.099;324.2;N/S;N/S;20.33;74.25;945.86;N/S;N/S;N/S
30;2018;32;26;-0.764;-0.665;-1.081;325.1;N/S;N/S;20.31;73.83;945.90;N/S;N/S;N/S
30;2018;32;27;-0.720;-0.640;-1.059;324.6;N/S;N/S;20.40;74.27;945.90;N/S;N/S;N/S
30;2018;32;28;-0.816;-0.679;-1.093;323.4;N/S;N/S;20.87;70.15;945.94;N/S;N/S;N/S
30;2018;32;29;-1.053;-0.853;-1.212;320.0;N/S;N/S;21.28;68.64;945.94;N/S;N/S;N/S
30;2018;32;30;-1.156;-0.853;-1.291;317.2;N/S;N/S;21.28;68.10;945.98;N/S;N/S;N/S
30;2018;32;31;-1.232;-0.853;-1.420;314.4;N/S;N/S;21.30;67.70;945.94;N/S;N/S;N/S
30;2018;32;32;-1.358;-0.853;-1.465;313.2;N/S;N/S;21.50;67.06;945.94;N/S;N/S;N/S
30;2018;32;33;-1.407;-0.857;-1.496;312.4;N/S;N/S;21.55;66.67;945.94;N/S;N/S;N/S
30;2018;32;34;-1.437;-0.860;-1.615;311.2;N/S;N/S;21.58;66.56;945.94;N/S;N/S;N/S
30;2018;32;35;-1.565;-0.853;-1.630;310.8;N/S;N/S;21.33;67.25;945.95;N/S;N/S;N/S
30;2018;32;36;-1.577;-0.860;-1.649;310.3;N/S;N/S;21.30;67.31;945.98;N/S;N/S;N/S
30;2018;32;37;-1.586;-0.867;-1.649;310.2;N/S;N/S;21.42;66.24;945.95;N/S;N/S;N/S
30;2018;32;38;-1.609;-0.878;-1.655;310.1;N/S;N/S;21.19;67.80;945.99;N/S;N/S;N/S
30;2018;32;39;-1.595;-0.860;-1.649;309.5;N/S;N/S;20.92;68.94;945.99;N/S;N/S;N/S
30;2018;32;40;-1.583;-0.857;-1.642;309.1;N/S;N/S;20.97;68.43;946.03;N/S;N/S;N/S
30;2018;32;41;-1.583;-0.857;-1.624;309.2;N/S;N/S;21.09;67.69;945.99;N/S;N/S;N/S
30;2018;32;42;-1.580;-0.853;-1.575;308.9;N/S;N/S;21.09;67.90;945.99;N/S;N/S;N/S
30;2018;32;43;-1.583;-0.860;-1.569;308.5;N/S;N/S;20.86;69.28;946.03;N/S;N/S;N/S
30;2018;32;44;-1.560;-0.853;-1.493;308.4;N/S;N/S;20.66;70.09;946.03;N/S;N/S;N/S
30;2018;32;45;-1.434;-0.853;-1.465;307.8;N/S;N/S;20.69;70.04;946.11;N/S;N/S;N/S
30;2018;32;46;-1.405;-0.853;-1.459;308.1;N/S;N/S;20.58;70.73;946.03;N/S;N/S;N/S
30;2018;32;47;-1.402;-0.853;-1.407;307.9;N/S;N/S;20.63;70.66;946.03;N/S;N/S;N/S
30;2018;32;48;-1.334;-0.853;-1.395;308.7;N/S;N/S;20.69;69.48;946.07;N/S;N/S;N/S
30;2018;32;49;-1.366;-0.853;-1.383;308.6;N/S;N/S;20.74;68.94;946.11;N/S;N/S;N/S
30;2018;32;50;-1.366;-0.853;-1.420;308.5;N/S;N/S;20.66;69.77;946.11;N/S;N/S;N/S
30;2018;32;51;-1.287;-0.853;-1.392;308.5;N/S;N/S;20.37;71.01;946.15;N/S;N/S;N/S
30;2018;32;52;-1.229;-0.853;-1.316;308.3;N/S;N/S;20.23;71.84;946.19;N/S;N/S;N/S
30;2018;32;53;-1.223;-0.853;-1.285;309.1;N/S;N/S;20.23;72.17;946.19;N/S;N/S;N/S
30;2018;32;54;-1.132;-0.853;-1.276;310.1;N/S;N/S;20.07;72.84;946.19;N/S;N/S;N/S
30;2018;32;55;-1.068;-0.853;-1.273;310.7;N/S;N/S;19.96;73.67;946.23;N/S;N/S;N/S
30;2018;32;56;-1.074;-0.853;-1.273;310.9;N/S;N/S;19.87;73.34;946.23;N/S;N/S;N/S
30;2018;32;57;-1.059;-0.853;-1.221;310.2;N/S;N/S;19.66;74.55;946.23;N/S;N/S;N/S
30;2018;32;58;-1.053;-0.853;-1.185;310.2;N/S;N/S;19.54;75.04;946.23;N/S;N/S;N/S
30;2018;32;59;-1.050;-0.853;-1.127;309.6;N/S;N/S;19.53;75.57;946.19;N/S;N/S;N/S
30;2018;32;60;-0.942;-0.853;-1.099;309.6;N/S;N/S;19.40;76.26;946.23;N/S;N/S;N/S
30;2018;32;61;-0.866;-0.853;-1.090;310.2;N/S;N/S;19.33;76.41;946.23;N/S;N/S;N/S
30;2018;32;62;-0.840;-0.853;-1.081;309.6;N/S;N/S;19.28;76.60;946.23;N/S;N/S;N/S
30;2018;32;63;-0.711;-0.853;-1.078;310.3;N/S;N/S;19.15;77.11;946.23;N/S;N/S;N/S
30;2018;32;64;-0.702;-0.853;-1.004;310.2;N/S;N/S;19.35;76.37;946.23;N/S;N/S;N/S
30;2018;32;65;-0.702;-0.853;-1.035;311.1;N/S;N/S;19.40;76.01;946.23;N/S;N/S;N/S
30;2018;32;66;-0.816;-0.853;-1.084;311.3;N/S;N/S;19.58;75.44;946.23;N/S;N/S;N/S
30;2018;32;67;-0.922;-0.853;-1.111;310.2;N/S;N/S;19.77;74.49;946.23;N/S;N/S;N/S
30;2018;32;68;-1.045;-0.899;-1.252;309.8;N/S;N/S;19.81;73.63;946.23;N/S;N/S;N/S
