17;2017;32;0;-1.098;N/S;-0.981;N/S;-0.060;-0.001;27.17;60.12;1005.10;0;4.817;152.1
17;2017;32;1;-1.082;N/S;-0.991;N/S;-0.035;-0.014;27.17;60.00;1005.20;0;4.188;146.6
17;2017;32;2;-1.076;N/S;-0.938;N/S;-0.101;-0.007;27.19;60.07;1005.10;0;4.356;152.1
17;2017;32;3;-1.156;N/S;-0.954;N/S;-0.066;-0.003;27.19;59.95;1005.20;0;3.980;141.9
17;2017;32;4;-1.028;N/S;-0.927;N/S;-0.041;-0.014;27.17;60.22;1005.20;0;4.596;140.4
17;2017;32;5;-0.997;N/S;-0.847;N/S;-0.063;-0.021;27.17;59.48;1005.10;0;5.677;137.7
17;2017;32;6;-1.028;N/S;-0.805;N/S;-0.053;0.013;27.19;59.57;1005.10;0;4.173;140.9
17;2017;32;7;-0.949;N/S;-0.719;N/S;-0.091;-0.011;27.17;59.53;1005.20;0;3.949;142.3
17;2017;32;8;-0.879;N/S;-0.677;N/S;-0.019;-0.017;27.19;59.52;1005.20;0;3.706;142.8
17;2017;32;9;-0.863;N/S;-0.677;N/S;-0.072;0.003;27.19;59.67;1005.20;0;3.989;158.1
17;2017;32;10;-0.874;N/S;-0.687;N/S;-0.025;-0.001;27.22;59.75;1005.20;0;3.722;149.8
17;2017;32;11;-0.869;N/S;-0.703;N/S;-0.050;0.003;27.22;59.75;1005.20;0;4.018;145.2
17;2017;32;12;-0.879;N/S;-0.639;N/S;-0.047;-0.008;27.22;59.37;1005.10;0;4.322;140.3
17;2017;32;13;-0.815;N/S;-0.666;N/S;-0.066;-0.008;27.19;59.67;1005.10;0;4.893;148.5
17;2017;32;14;-0.858;N/S;-0.597;N/S;-0.069;-0.010;27.20;59.83;1005.10;0;5.333;145.9
17;2017;32;15;-0.799;N/S;-0.629;N/S;-0.110;-0.004;27.19;59.92;1005.20;0;4.258;137.6
17;2017;32;16;-0.863;N/S;-0.725;N/S;-0.053;-0.008;27.19;60.25;1005.20;0;3.757;146.0
