17;2017;152;0;-1.172;N/S;-1.071;N/S;-0.050;0;27.00;65.47;1006.70;0;3.076;128.6
17;2017;152;1;-1.226;N/S;-1.071;N/S;-0.038;-0.008;27.04;65.56;1006.70;0;3.815;125.0
17;2017;152;2;-1.290;N/S;-1.108;N/S;-0.038;-0.008;27.04;65.61;1006.70;0;2.901;121.7
17;2017;152;3;-1.423;N/S;-1.119;N/S;-0.041;-0.018;27.04;65.51;1006.70;0;3.077;121.5
17;2017;152;4;-1.316;N/S;-1.162;N/S;-0.041;-0.006;27.04;65.49;1006.70;0;3.425;112.6
17;2017;152;5;-1.354;N/S;-1.210;N/S;-0.050;-0.014;27.04;65.41;1006.70;0;3.275;122.3
17;2017;152;6;-1.551;N/S;-1.231;N/S;-0.085;-0.019;27.04;65.51;1006.70;0;3.027;122.8
17;2017;152;7;-1.375;N/S;-1.300;N/S;-0.038;-0.007;27.02;65.71;1006.70;0;2.881;128.3
17;2017;152;8;-1.508;N/S;-1.295;N/S;-0.066;0.013;26.97;65.86;1006.70;0;3.059;124.9
17;2017;152;9;-1.465;N/S;-1.359;N/S;-0.041;-0.004;26.97;65.99;1006.70;0;3.071;125.9
17;2017;152;10;-1.481;N/S;-1.348;N/S;-0.057;-0.003;26.97;66.07;1006.70;0;2.930;130.0
17;2017;152;11;-1.449;N/S;-1.370;N/S;-0.041;0.007;26.96;66.04;1006.70;0;2.996;130.2
17;2017;152;12;-1.471;N/S;-1.386;N/S;-0.038;-0.015;26.92;66.31;1006.70;0;3.301;136.8
17;2017;152;13;-1.524;N/S;-1.433;N/S;-0.060;-0.013;26.91;66.21;1006.70;0;3.051;133.4
17;2017;152;14;-1.492;N/S;-1.417;N/S;-0.028;-0.001;26.91;66.29;1006.70;0;3.147;124.4
17;2017;152;15;-1.519;N/S;-1.354;N/S;-0.069;-0.001;26.94;66.22;1006.70;0;3.064;132.0
17;2017;152;16;-1.471;N/S;-1.396;N/S;-0.072;0.003;26.94;66.31;1006.70;0;3.077;127.6
17;2017;152;17;-1.380;N/S;-1.359;N/S;-0.044;-0.003;26.96;66.24;1006.70;0;2.907;129.6
17;2017;152;18;-1.503;N/S;-1.375;N/S;-0.069;0.001;26.94;66.27;1006.70;0;2.999;131.6
17;2017;152;19;-1.428;N/S;-1.402;N/S;-0.053;-0.018;26.91;66.37;1006.70;0;2.932;120.6
17;2017;152;20;-1.524;N/S;-1.354;N/S;-0.050;-0.018;26.91;66.61;1006.70;0;2.973;116.3
17;2017;152;21;-1.391;N/S;-1.396;N/S;-0.053;-0.013;26.87;66.62;1006.70;0;2.948;115.5
17;2017;152;22;-1.412;N/S;-1.316;N/S;-0.031;-0.025;26.84;66.81;1006.70;0;3.085;118.7
17;2017;152;23;-1.428;N/S;-1.396;N/S;-0.050;-0.013;26.84;66.89;1006.70;0;3.040;114.0
17;2017;152;24;-1.380;N/S;-1.306;N/S;-0.047;-0.004;26.84;66.87;1006.70;0;2.978;111.5
17;2017;152;25;-1.412;N/S;-1.364;N/S;-0.044;-0.011;26.77;67.07;1006.70;0;3.461;111.3
17;2017;152;26;-1.359;N/S;-1.332;N/S;-0.060;-0.004;26.82;67.19;1006.70;0;2.927;117.5
17;2017;152;27;-1.359;N/S;-1.338;N/S;-0.038;0.001;26.77;67.10;1006.70;0;3.201;104.4
17;2017;152;28;-1.439;N/S;-1.327;N/S;-0.050;-0.007;26.81;67.22;1006.70;0;3.010;112.5
17;2017;152;29;-1.428;N/S;-1.343;N/S;-0.063;-0.014;26.77;67.34;1006.70;0;3.097;108.9
17;2017;152;30;-1.364;N/S;-1.359;N/S;-0.057;-0.008;26.77;67.39;1006.70;0;2.963;110.4
